"","X","Site","Year","ID","Attempt","Nest_Fate","age","Date_Incubation","Date_Failure","Comments","unique_ID","tph","gc","cc","maxveg","avgveg","voveg","Died_Nesting","Nest_Random","site"
"199",199,"CC","2017","46218",1,"1",1,"4/16/2017","5/13/2017","","46218 1 1",17,100,100,150,72.5,27.5,"N",1,"CC"
"200",200,"BFG","2017","46219",1,"0",1,"4/19/2017","4/22/2017","","46219 1 0",9,100,87.8,150,105,120,"Y",1,"BFG"
"201",201,"BFG","2017","46219",2,"0",1,"5/26/2017","6/4/2017","","46219 2 0",9,100,95.4,150,107.5,90,"Y",1,"BFG"
"202",202,"CC","2017","46221",1,"0",1,"4/7/2017","4/17/2017","","46221 1 0",11,100,100,145,22.5,20,"Y",1,"CC"
"203",203,"CC","2017","46222",1,"1",1,"4/12/2017","5/10/2017","","46222 1 1",12,100,99.6,132.5,55,55,"N",1,"CC"
"204",204,"CC","2017","46223",1,"0",0,"4/24/2017","5/18/2017","","46223 1 0",11,100,98.8,45,37.5,20,"N",1,"CC"
"205",205,"CC","2017","46224",1,"0",1,"4/3/2017","4/7/2017","","46224 1 0",12,95,92.6,150,92.5,32.5,"Y",1,"CC"
"206",206,"CC","2017","46228",1,"0",1,"3/27/2017","4/6/2017","","46228 1 0",22,100,96.4,150,52.5,40,"N",1,"CC"
"207",207,"CC","2017","46228",2,"0",1,"5/1/2017","5/28/2017","","46228 2 0",7,100,98.6,117.5,45,25,"N",1,"CC"
"208",208,"BFG","2017","46229",1,"0",1,"3/31/2017","4/5/2017","","46229 1 0",12,100,88,150,95,105,"Y",1,"BFG"
"209",209,"BFG","2017","46229",2,"0",1,"5/12/2017","5/17/2017","","46229 2 0",13,100,96.6,150,82.5,90,"Y",1,"BFG"
"210",210,"BFG","2017","46229",3,"0",1,"6/15/2017","6/19/2017","","46229 3 0",9,86,85.8,135,90,75,"Y",1,"BFG"
"211",211,"CC","2017","46232",1,"0",1,"4/13/2017","4/24/2017","","46232 1 0",7,100,98.8,150,45,50,"N",1,"CC"
"212",212,"CC","2017","46233",1,"1",1,"4/1/2017","4/30/2017","","46233 1 1",13,100,99.6,72.5,40,42.5,"N",1,"CC"
"213",213,"CC","2017","46234",1,"0",1,"5/7/2017","5/11/2017","","46234 1 0",1,100,90.2,150,97.5,117.5,"N",1,"CC"
"214",214,"CC","2017","46236",1,"0",1,"4/8/2017","4/10/2017","","46236 1 0",5,94,78,150,120,50,"Y",1,"CC"
"215",215,"BFG","2017","46237",1,"1",1,"4/8/2017","5/5/2017","","46237 1 1",7,100,97.8,150,72.5,52.5,"N",1,"BFG"
"216",216,"CC","2017","46239",1,"0",1,"3/24/2017","3/26/2017","","46239 1 0",8,100,100,150,35,40,"Y",1,"CC"
"217",217,"BFG","2017","46240",1,"0",1,"4/15/2017","4/30/2017","","46240 1 0",7,100,96.6,147.5,90,30,"N",1,"BFG"
"218",218,"BFG","2017","46240",2,"0",1,"6/11/2017","6/14/2017","","46240 2 0",0,100,20,137.5,60,50,"N",1,"BFG"
"219",219,"BFG","2017","46240",3,"0",1,"7/6/2017","7/13/2017","","46240 3 0",0,100,37.2,150,150,132.5,"N",1,"BFG"
"220",220,"BFG","2017","46242",1,"0",1,"4/14/2017","5/2/2017","","46242 1 0",11,99,98.6,150,87.5,20,"N",1,"BFG"
"221",221,"BFG","2017","46243",1,"0",1,"4/25/2017","4/26/2017","","46243 1 0",17,100,96.8,110,42.5,32.5,"N",1,"BFG"
"222",222,"BFG","2017","46244",1,"0",1,"4/14/2017","4/17/2017","","46244 1 0",11,100,99.8,150,27.5,12.5,"N",1,"BFG"
"223",223,"CC","2017","46245",1,"0",1,"3/20/2017","4/11/2017","","46245 1 0",20,100,98,97.5,22.5,20,"N",1,"CC"
"224",224,"CC","2017","46245",2,"0",1,"5/8/2017","5/11/2017","","46245 2 0",12,100,91.6,150,62.5,70,"N",1,"CC"
"225",225,"CC","2017","46249",1,"0",0,"4/12/2017","4/19/2017","","46249 1 0",15,100,97.4,132.5,65,75,"N",1,"CC"
"226",226,"CC","2017","46249",2,"0",0,"5/19/2017","5/29/2017","","46249 2 0",11,100,99.2,150,75,60,"N",1,"CC"
"227",227,"CC","2017","46250",1,"0",1,"4/8/2017","4/24/2017","","46250 1 0",13,100,99.4,122.5,22.5,15,"Y",1,"CC"
"228",228,"BFG","2017","46255",1,"0",0,"4/24/2017","4/27/2017","","46255 1 0",17,100,95.6,150,100,30,"N",1,"BFG"
"229",229,"CC","2017","46258",1,"0",1,"4/4/2017","4/18/2017","","46258 1 0",14,100,96.4,150,40,40,"N",1,"CC"
"230",230,"CC","2017","46259",1,"0",0,"4/18/2017","5/1/2017","","46259 1 0",14,100,97,147.5,57.5,50,"N",1,"CC"
"231",231,"CC","2017","46260",3,"1",1,"5/16/2017","6/13/2017","","46260 3 1",6,100,92.2,150,105,107.5,"N",1,"CC"
"232",232,"CC","2017","46260",1,"0",1,"4/2/2017","4/3/2017","","46260 1 0",13,100,94.8,150,90,92.5,"N",1,"CC"
"233",233,"CC","2017","46260",2,"0",1,"4/21/2017","4/27/2017","","46260 2 0",15,97,86.2,147.5,97.5,42.5,"N",1,"CC"
"234",234,"CC","2017","46264",1,"0",1,"4/2/2017","4/6/2017","","46264 1 0",1,100,47.6,150,150,115,"N",1,"CC"
"235",235,"CC","2017","46264",2,"0",1,"5/7/2017","5/26/2017","","46264 2 0",0,64,18.4,150,90,115,"N",1,"CC"
"236",236,"CC","2017","46267",2,"1",1,"6/7/2017","7/6/2017","","46267 2 1",0,99,53.4,150,137.5,132.5,"N",1,"CC"
"237",237,"CC","2017","46267",1,"0",1,"3/31/2017","4/26/2017","","46267 1 0",10,98,100,145,75,22.5,"N",1,"CC"
"238",238,"CC","2017","46268",1,"0",1,"4/8/2017","4/29/2017","","46268 1 0",19,100,97.4,150,35,30,"Y",1,"CC"
"239",239,"CC","2017","46268",2,"0",1,"6/11/2017","6/11/2017","","46268 2 0",17,100,98.6,150,127.5,27.5,"Y",1,"CC"
"240",240,"CC","2017","46270",1,"0",1,"4/9/2017","4/28/2017","","46270 1 0",10,100,90,145,47.5,42.5,"Y",1,"CC"
"241",241,"CC","2017","46272",1,"0",1,"4/1/2017","4/9/2017","","46272 1 0",16,100,86.8,150,90,22.5,"Y",1,"CC"
"242",242,"CC","2017","46273",1,"0",1,"4/12/2017","4/15/2017","","46273 1 0",17,100,95.4,150,105,50,"N",1,"CC"
"243",243,"CC","2017","46273",2,"0",1,"5/2/2017","5/25/2017","","46273 2 0",6,80,73,125,72.5,95,"N",1,"CC"
"244",244,"BFG","2017","46274",1,"0",1,"4/4/2017","4/25/2017","","46274 1 0",9,100,78.6,150,55,50,"N",1,"BFG"
"245",245,"BFG","2017","46274",2,"0",1,"6/23/2017","6/26/2017","","46274 2 0",0,100,60.4,150,150,147.5,"N",1,"BFG"
"247",247,"CC","2017","46277",1,"0",1,"4/4/2017","4/12/2017","","46277 1 0",15,100,97.2,150,65,67.5,"Y",1,"CC"
"248",248,"CC","2017","46277",2,"0",1,"5/16/2017","5/18/2017","","46277 2 0",17,100,97,150,55,40,"Y",1,"CC"
"249",249,"CC","2017","46277",3,"0",1,"6/12/2017","6/13/2017","","46277 3 0",14,100,94.8,147.5,62.5,35,"Y",1,"CC"
"250",250,"CC","2017","46277",4,"0",1,"7/7/2017","7/17/2017","","46277 4 0",1,100,2.4,150,95,70,"Y",1,"CC"
"251",251,"WLA","2019","46464",1,"0",1,"4/2/2019","4/11/2019","","46464 1 0",4,98,91.8,150,110,30,"N",1,"WLA"
"252",252,"WLA","2019","46464",2,"0",1,"5/18/2019","5/24/2019","","46464 2 0",0,91,6.8,197.5,175,182.5,"N",1,"WLA"
"253",253,"WLA","2019","46464",3,"0",1,"6/19/2019","6/24/2019","","46464 3 0",16,97,85.6,182.5,170,75,"N",1,"WLA"
"255",255,"WLA","2019","46469",1,"0",1,"4/16/2019","5/10/2019","","46469 1 0",9,96,61.4,182.5,115,77.5,"N",1,"WLA"
"257",257,"WLA","2019","46472",1,"0",1,"4/12/2019","5/7/2019","","46472 1 0",23,79,94.8,200,175,110,"N",1,"WLA"
"258",258,"WLA","2019","46472",2,"0",1,"6/18/2019","7/20/2019","","46472 2 0",0,66,0.8,187.5,162.5,82.5,"N",1,"WLA"
"260",260,"WLA","2019","46474",1,"1",1,"4/28/2019","5/25/2019","","46474 1 1",15,93,90.2,200,192.5,145,"N",1,"WLA"
"261",261,"WLA","2019","46475",2,"1",1,"5/15/2019","6/10/2019","","46475 2 1",15,94,72.4,200,190,200,"N",1,"WLA"
"262",262,"WLA","2019","46475",1,"0",1,"4/9/2019","4/19/2019","","46475 1 0",5,89,92.8,160,80,62.5,"N",1,"WLA"
"263",263,"WLA","2019","46476",2,"1",1,"5/20/2019","6/14/2019","","46476 2 1",42,92,88.4,185,142.5,77.5,"N",1,"WLA"
"264",264,"WLA","2019","46476",1,"0",1,"4/1/2019","4/18/2019","","46476 1 0",6,72,82,200,185,177.5,"N",1,"WLA"
"265",265,"WLA","2019","46477",1,"0",1,"4/5/2019","4/15/2019","","46477 1 0",8,95,72,200,95,57.5,"N",1,"WLA"
"266",266,"WLA","2019","46477",2,"0",1,"5/15/2019","5/19/2019","","46477 2 0",20,89,86.6,187.5,155,132.5,"N",1,"WLA"
"267",267,"WLA","2019","46477",3,"0",1,"6/7/2019","6/15/2019","","46477 3 0",0,83,22,185,132.5,100,"N",1,"WLA"
"268",268,"WLA","2019","46478",1,"0",1,"4/1/2019","4/10/2019","","46478 1 0",13,98,94.8,190,97.5,42.5,"N",1,"WLA"
"269",269,"WLA","2019","46479",1,"0",1,"4/14/2019","4/18/2019","","46479 1 0",23,92,72.6,177.5,140,117.5,"N",1,"WLA"
"270",270,"WLA","2019","46479",2,"0",1,"5/5/2019","5/6/2019","","46479 2 0",16,89,64.8,200,167.5,155,"N",1,"WLA"
"271",271,"WLA","2019","46479",3,"0",1,"5/27/2019","5/31/2019","","46479 3 0",0,86,22,177.5,112.5,117.5,"N",1,"WLA"
"272",272,"WLA","2019","46481",1,"0",1,"4/15/2019","5/6/2019","","46481 1 0",12,75,91,192.5,137.5,55,"N",1,"WLA"
"273",273,"WLA","2019","46483",1,"0",1,"4/8/2019","4/13/2019","","46483 1 0",8,96,91,197.5,122.5,85,"N",1,"WLA"
"274",274,"WLA","2019","46483",2,"0",1,"5/14/2019","5/17/2019","","46483 2 0",25,95,93.6,192.5,142.5,57.5,"N",1,"WLA"
"275",275,"WLA","2019","46484",1,"0",1,"5/6/2019","5/16/2019","","46484 1 0",12,73,62.4,197.5,190,165,"N",1,"WLA"
"276",276,"WLA","2019","46484",2,"0",1,"6/10/2019","6/26/2019","","46484 2 0",0,100,20,162.5,135,90,"N",1,"WLA"
"277",277,"WLA","2019","46485",1,"0",1,"4/19/2019","4/22/2019","","46485 1 0",11,95,87.6,115,80,65,"N",1,"WLA"
"278",278,"WLA","2019","46485",2,"0",1,"5/17/2019","6/2/2019","","46485 2 0",12,95,61,200,177.5,187.5,"N",1,"WLA"
"279",279,"WLA","2019","46487",1,"0",1,"4/17/2019","4/25/2019","","46487 1 0",1,85,93.2,200,180,75,"N",1,"WLA"
"280",280,"WLA","2019","46487",2,"0",1,"5/15/2019","5/19/2019","","46487 2 0",9,55,50.6,185,162.5,145,"N",1,"WLA"
"281",281,"WLA","2019","46487",3,"0",1,"6/11/2019","6/17/2019","","46487 3 0",11,91,88.6,200,200,70,"N",1,"WLA"
"282",282,"WLA","2019","46489",1,"0",1,"4/28/2019","5/2/2019","","46489 1 0",11,84,86,200,200,127.5,"N",1,"WLA"
"283",283,"WLA","2019","46489",2,"0",1,"5/19/2019","5/24/2019","","46489 2 0",12,92,71.8,200,195,167.5,"N",1,"WLA"
"284",284,"WLA","2019","46489",3,"0",1,"6/15/2019","6/25/2019","","46489 3 0",16,94,54,192.5,147.5,112.5,"N",1,"WLA"
"285",285,"WLA","2019","46490",1,"0",1,"5/16/2019","5/31/2019","","46490 1 0",7,91,48.4,200,105,110,"N",1,"WLA"
"286",286,"WLA","2019","46491",1,"0",1,"4/14/2019","4/20/2019","","46491 1 0",25,87,79.4,200,145,155,"N",1,"WLA"
"287",287,"WLA","2019","46491",2,"0",1,"5/15/2019","5/23/2019","","46491 2 0",18,66,67,190,127.5,102.5,"N",1,"WLA"
"288",288,"WLA","2019","46491",3,"0",1,"6/21/2019","6/23/2019","","46491 3 0",22,96,77,200,172.5,112.5,"N",1,"WLA"
"290",290,"WLA","2019","46495",1,"0",0,"6/6/2019","6/10/2019","","46495 1 0",0,96,24.4,182.5,137.5,90,"N",1,"WLA"
"291",291,"CC","2019","46563",1,"1",1,"5/5/2019","6/1/2019","","46563 1 1",NA,42,91.2,40,25,10,"N",1,"CC"
"292",292,"BFG","2019","46564",1,"0",1,"4/18/2019","5/6/2019","","46564 1 0",NA,NA,NA,NA,NA,NA,"N",1,"BFG"
"293",293,"CC","2019","46565",1,"0",0,"4/25/2019","5/11/2019","","46565 1 0",NA,75,84.6,NA,NA,42.5,"Y",1,"CC"
"294",294,"CC","2019","46566",1,"0",1,"4/23/2019","5/15/2019","","46566 1 0",NA,82,75.8,NA,NA,NA,"N",1,"CC"
"295",295,"BFG","2019","46568",1,"0",1,"4/16/2019","5/12/2019","","46568 1 0",NA,64,69.6,127.5,70,47.5,"N",1,"BFG"
"296",296,"CC","2019","46569",1,"0",1,"3/31/2019","4/6/2019","","46569 1 0",NA,41,78.4,NA,97.5,72.5,"N",1,"CC"
"297",297,"CC","2019","46569",2,"0",1,"5/1/2019","5/14/2019","","46569 2 0",NA,64,85.6,NA,NA,NA,"N",1,"CC"
"298",298,"CC","2019","46571",1,"0",1,"4/25/2019","4/29/2019","","46571 1 0",NA,NA,NA,NA,NA,NA,"Y",1,"CC"
"299",299,"CC","2019","46571",2,"0",1,"5/21/2019","5/26/2019","","46571 2 0",NA,NA,NA,NA,NA,NA,"Y",1,"CC"
"300",300,"CC","2019","46574",1,"0",1,"4/4/2019","4/5/2019","","46574 1 0",NA,39,87.6,NA,47.5,30,"Y",1,"CC"
"301",301,"CC","2019","46579",1,"1",1,"4/28/2019","5/25/2019","","46579 1 1",NA,66,63.6,NA,NA,NA,"N",1,"CC"
"302",302,"BFG","2019","46580",1,"1",1,"4/17/2019","5/14/2019","","46580 1 1",NA,98,0,NA,NA,NA,"N",1,"BFG"
"303",303,"CC","2019","46582",3,"1",1,"6/7/2019","7/2/2019","","46582 3 1",NA,42,55.8,NA,35,20,"N",1,"CC"
"304",304,"CC","2019","46582",1,"0",1,"4/5/2019","4/9/2019","","46582 1 0",NA,56.4,86.6,NA,65,32.5,"N",1,"CC"
"305",305,"CC","2019","46582",2,"0",1,"4/28/2019","5/14/2019","","46582 2 0",NA,83,78,NA,92.5,62.5,"N",1,"CC"
"306",306,"CC","2019","46583",1,"1",1,"5/24/2019","6/20/2019","","46583 1 1",NA,70,0,NA,87.5,60,"N",1,"CC"
"307",307,"CC","2019","46583",1,"0",1,"5/24/2019","6/20/2019","","46583 1 0",NA,NA,NA,NA,NA,NA,"N",1,"CC"
"308",308,"CC","2019","46584",1,"0",1,"5/4/2019","5/12/2019","","46584 1 0",NA,86,47,NA,NA,NA,"N",1,"CC"
"309",309,"CC","2019","46585",1,"0",1,"4/9/2019","4/12/2019","","46585 1 0",NA,70,85,NA,55,20,"N",1,"CC"
"310",310,"CC","2019","46585",2,"0",1,"4/30/2019","5/17/2019","","46585 2 0",NA,54,92.2,NA,60,12.5,"N",1,"CC"
"311",311,"CC","2019","46586",1,"0",1,"4/10/2019","4/27/2019","","46586 1 0",NA,86,73.2,NA,NA,NA,"N",1,"CC"
"312",312,"BFG","2019","46590",1,"0",1,"4/8/2019","5/3/2019","","46590 1 0",NA,62,85.6,NA,42.5,25,"N",1,"BFG"
"313",313,"CC","2019","46595",1,"0",1,"4/7/2019","4/13/2019","","46595 1 0",NA,70,89.4,NA,NA,NA,"N",1,"CC"
"314",314,"BFG","2019","46596",1,"0",1,"4/7/2019","4/23/2019","","46596 1 0",NA,74,0,NA,NA,NA,"N",1,"BFG"
"315",315,"BFG","2019","46596",2,"0",1,"5/25/2019","6/7/2019","","46596 2 0",NA,68,87.2,NA,35,17.5,"N",1,"BFG"
"316",316,"CC","2019","46598",1,"1",1,"4/3/2019","4/30/2019","","46598 1 1",NA,29,64.8,NA,25,10,"N",1,"CC"
"317",317,"CC","2019","46599",1,"0",1,"3/27/2019","4/3/2019","","46599 1 0",NA,25.4,75,NA,62.5,40,"N",1,"CC"
"318",318,"CC","2019","46599",2,"0",1,"4/29/2019","5/11/2019","","46599 2 0",NA,46,85.2,NA,32.5,10,"N",1,"CC"
"319",319,"BFG","2019","46600",1,"0",1,"4/12/2019","4/17/2019","","46600 1 0",NA,NA,NA,NA,NA,NA,"N",1,"BFG"
"320",320,"BFG","2019","46600",2,"0",1,"5/6/2019","5/19/2019","","46600 2 0",NA,82,0,NA,NA,NA,"N",1,"BFG"
"321",321,"CC","2019","46601",1,"0",0,"4/19/2019","4/21/2019","","46601 1 0",NA,66,85.6,NA,40,12.5,"N",1,"CC"
"322",322,"BFG","2019","46602",1,"1",1,"4/8/2019","5/4/2019","","46602 1 1",NA,34,93.8,NA,37.5,20,"N",1,"BFG"
"323",323,"CC","2019","46604",1,"0",1,"4/3/2019","4/28/2019","","46604 1 0",NA,100,0,NA,100,80,"N",1,"CC"
"324",324,"CC","2019","46604",2,"0",1,"6/4/2019","6/9/2019","","46604 2 0",NA,66.25,37.2,NA,NA,NA,"N",1,"CC"
"325",325,"CC","2019","46607",2,"1",1,"5/1/2019","5/30/2019","","46607 2 1",NA,NA,NA,NA,NA,NA,"N",1,"CC"
"326",326,"CC","2019","46607",1,"0",1,"4/5/2019","4/12/2019","","46607 1 0",NA,62,81.4,NA,NA,NA,"N",1,"CC"
"327",327,"CC","2019","46608",1,"0",1,"4/25/2019","5/2/2019","","46608 1 0",NA,70,85.8,NA,45,15,"N",1,"CC"
"328",328,"BFG","2019","46609",1,"0",1,"4/18/2019","5/15/2019","","46609 1 0",NA,74,81.2,NA,67.5,22.5,"N",1,"BFG"
"329",329,"CC","2019","46611",1,"1",1,"4/21/2019","5/18/2019","","46611 1 1",NA,78,94,57.5,35,20,"N",1,"CC"
"330",330,"CC","2019","46613",1,"0",1,"4/4/2019","4/17/2019","","46613 1 0",NA,62,85.8,NA,60,37.5,"N",1,"CC"
"331",331,"CC","2019","46613",2,"0",1,"5/25/2019","6/17/2019","","46613 2 0",NA,57,42.6,110,42.5,42.5,"N",1,"CC"
"332",332,"BFG","2019","46614",1,"0",1,"4/20/2019","5/16/2019","","46614 1 0",NA,87,0,NA,92.5,57.5,"N",1,"BFG"
"333",333,"BFG","2019","46614",2,"0",1,"6/24/2019","7/2/2019","","46614 2 0",NA,90,0,120,87.5,65,"N",1,"BFG"
"334",334,"CC","2019","46615",1,"0",1,"4/28/2019","5/6/2019","","46615 1 0",NA,58,75.5,NA,87.5,67.5,"N",1,"CC"
"335",335,"BFG","2019","46617",1,"0",1,"4/9/2019","4/29/2019","","46617 1 0",NA,66,80.6,NA,NA,70,"N",1,"BFG"
"336",336,"BFG","2019","46617",2,"0",1,"6/6/2019","6/9/2019","","46617 2 0",NA,76,41.2,NA,65,45,"N",1,"BFG"
"337",337,"WLA","2019","46738",2,"1",1,"5/8/2019","6/4/2019","","46738 2 1",18,83,52.8,197.5,160,125,"N",1,"WLA"
"338",338,"WLA","2019","46738",1,"0",1,"4/15/2019","4/18/2019","","46738 1 0",6,95,71.4,185,95,127.5,"N",1,"WLA"
"339",339,"WLA","2019","46739",1,"1",1,"4/17/2019","5/15/2019","","46739 1 1",6,93,81,187.5,170,160,"N",1,"WLA"
"340",340,"WLA","2019","46740",1,"0",1,"4/12/2019","4/25/2019","","46740 1 0",0,97,6,197.5,162.5,132.5,"N",1,"WLA"
"341",341,"WLA","2019","46740",2,"0",1,"5/27/2019","5/31/2019","","46740 2 0",0,88,0,197.5,115,120,"N",1,"WLA"
"342",348,"SELA","2020","46879",1,"0",1,"4/29/2020","5/26/2020","","46879 1 0",0,100,21.2,187.5,147.5,142.5,"N",1,"SELA"
"343",349,"SELA","2020","46880",1,"0",1,"5/3/2020","5/31/2020","","46880 1 0",15,99,60.8,200,112.5,70,"N",1,"SELA"
"344",350,"SELA","2020","46881",1,"0",0,"5/4/2020","6/1/2020","","46881 1 0",9,100,11.2,110,45,55,"Y",1,"SELA"
"345",351,"SELA","2020","46882",1,"1",1,"4/15/2020","5/13/2020","","46882 1 1",2,96,19.8,200,120,145,"N",1,"SELA"
"346",352,"SELA","2020","46883",1,"1",1,"4/6/2020","5/4/2020","","46883 1 1",7,84,69,200,60,135,"N",1,"SELA"
"347",353,"SELA","2020","46887",1,"0",1,"3/31/2020","4/22/2020","","46887 1 0",0,91,96,145,52.5,60,"N",1,"SELA"
"349",355,"WLA","2020","46890",1,"1",1,"4/4/2020","5/2/2020","","46890 1 1",4,100,41.6,117.5,117.5,117.5,"N",1,"WLA"
"350",356,"SELA","2020","46891",1,"0",1,"4/8/2020","4/17/2020","","46891 1 0",0,100,93.6,180,150,157.5,"N",1,"SELA"
"351",357,"SELA","2020","46891",2,"0",1,"5/8/2020","5/12/2020","","46891 2 0",0,100,96,157.5,105,67.5,"N",1,"SELA"
"352",358,"SELA","2020","46891",3,"0",1,"5/27/2020","6/13/2020","","46891 3 0",0,100,96,100,55,62.5,"N",1,"SELA"
"353",359,"SELA","2020","46892",1,"0",1,"4/24/2020","4/25/2020","","46892 1 0",0,68,96,150,110,95,"N",1,"SELA"
"354",360,"SELA","2020","46892",2,"0",1,"5/9/2020","6/4/2020","","46892 2 0",0,87,74.4,190,135,152.2,"N",1,"SELA"
"355",361,"SELA","2020","46893",1,"0",1,"4/17/2020","4/26/2020","","46893 1 0",0,100,64.6,175,120,140,"N",1,"SELA"
"356",362,"WLA","2020","46894",1,"0",1,"4/23/2020","5/8/2020","","46894 1 0",2,98,86.736,145,145,145,"N",1,"WLA"
"357",363,"SELA","2020","46896",1,"1",1,"5/5/2020","6/2/2020","","46896 1 1",0,0,90.4,170,135,112.5,"N",1,"SELA"
"358",364,"SELA","2020","46898",1,"0",1,"4/12/2020","4/17/2020","","46898 1 0",0,0,56.8,187.5,92.5,102.5,"N",1,"SELA"
"359",365,"SELA","2020","46898",2,"0",1,"5/9/2020","5/27/2020","","46898 2 0",5,100,67,192.5,142.5,115,"N",1,"SELA"
"360",366,"SELA","2020","46899",1,"1",0,"4/18/2020","5/16/2020","","46899 1 1",15,96,18.4,167.5,110,92.5,"N",1,"SELA"
"361",367,"SELA","2020","46901",1,"1",0,"4/26/2020","5/24/2020","","46901 1 1",30,100,0,197.5,95,120,"N",1,"SELA"
"362",368,"WLA","2020","46902",1,"0",1,"5/5/2020","5/23/2020","","46902 1 0",6,100,89.648,200,200,200,"N",1,"WLA"
"363",369,"WLA","2020","46905",1,"1",1,"4/26/2020","5/23/2020","","46905 1 1",2,100,86.736,122.5,122.5,122.5,"N",1,"WLA"
"364",370,"SELA","2020","46906",1,"1",1,"4/12/2020","5/10/2020","","46906 1 1",27,96,36.2,200,67.5,47.5,"N",1,"SELA"
"365",371,"WLA","2020","46913",1,"0",1,"4/15/2020","4/21/2020","","46913 1 0",10,100,97.76,157.5,157.5,157.5,"N",1,"WLA"
"366",372,"WLA","2020","46913",2,"0",1,"5/13/2020","5/15/2020","","46913 2 0",2,86,71.76,55,55,55,"N",1,"WLA"
"367",373,"WLA","2020","46913",3,"0",1,"6/3/2020","6/7/2020","","46913 3 0",6,100,80.288,77.5,77.5,77.5,"N",1,"WLA"
"368",374,"SELA","2020","46914",1,"1",1,"4/13/2020","5/11/2020","","46914 1 1",5,100,81,200,157.5,145,"N",1,"SELA"
"369",375,"WLA","2020","46918",1,"0",1,"4/1/2020","4/10/2020","","46918 1 0",4,100,98.384,147.5,147.5,147.5,"Y",1,"WLA"
"370",376,"SELA","2020","46920",1,"0",1,"4/18/2020","5/4/2020","","46920 1 0",27,100,2.8,200,177.5,185,"Y",1,"SELA"
"371",377,"WLA","2020","46921",1,"0",1,"4/4/2020","4/10/2020","","46921 1 0",6,100,98.384,190,190,190,"N",1,"WLA"
"372",378,"SELA","2020","46922",1,"1",1,"4/4/2020","5/2/2020","","46922 1 1",8,87,79.2,180,95,137.5,"N",1,"SELA"
"373",379,"SELA","2020","46923",1,"0",0,"5/4/2020","5/20/2020","","46923 1 0",0,85,77.4,185,97.5,80,"N",1,"SELA"
"374",380,"SELA","2020","46924",1,"0",1,"4/8/2020","4/13/2020","","46924 1 0",NA,NA,NA,NA,NA,NA,"N",1,"SELA"
"375",381,"SELA","2020","46924",2,"0",1,"4/30/2020","6/1/2020","","46924 2 0",4,80,75.6,175,90,95,"N",1,"SELA"
"377",383,"WLA","2020","46926",1,"0",1,"4/5/2020","4/15/2020","","46926 1 0",2,100,35.776,127.5,127.5,127.5,"Y",1,"WLA"
"378",384,"WLA","2020","46926",2,"0",1,"5/7/2020","5/8/2020","","46926 2 0",2,100,24.752,75,75,75,"Y",1,"WLA"
"379",385,"WLA","2020","46926",3,"0",1,"6/11/2020","6/11/2020","","46926 3 0",0,94,16.224,165,165,165,"Y",1,"WLA"
"380",386,"WLA","2020","46927",2,"1",1,"5/28/2020","6/24/2020","","46927 2 1",9,100,77.376,162.5,162.5,162.5,"N",1,"WLA"
"381",387,"WLA","2020","46927",1,"0",1,"4/15/2020","4/29/2020","","46927 1 0",4,100,91.728,175,175,175,"N",1,"WLA"
"382",388,"SELA","2020","46929",2,"1",1,"6/6/2020","7/4/2020","","46929 2 1",12,0,27,195,90,100,"N",1,"SELA"
"383",389,"SELA","2020","46929",1,"0",1,"4/24/2020","4/26/2020","","46929 1 0",0,100,27.4,200,170,175,"N",1,"SELA"
"384",390,"SELA","2020","46930",1,"1",1,"4/12/2020","5/10/2020","","46930 1 1",21,100,7,192.5,122.5,107.5,"N",1,"SELA"
"385",391,"WLA","2020","46933",1,"0",1,"4/2/2020","4/9/2020","","46933 1 0",NA,NA,NA,NA,NA,NA,"N",1,"WLA"
"386",392,"WLA","2020","46933",2,"0",1,"4/30/2020","5/3/2020","","46933 2 0",NA,NA,NA,NA,NA,NA,"N",1,"WLA"
"387",393,"WLA","2020","46933",3,"0",1,"5/21/2020","6/6/2020","","46933 3 0",NA,NA,NA,NA,NA,NA,"N",1,"WLA"
"388",394,"WLA","2020","46934",1,"0",1,"4/7/2020","4/12/2020","","46934 1 0",5,100,97.76,70,70,70,"Y",1,"WLA"
"389",395,"SELA","2020","46935",1,"1",1,"4/18/2020","5/16/2020","","46935 1 1",3,100,73.2,177.5,152.5,130,"N",1,"SELA"
"390",396,"WLA","2020","46938",2,"1",1,"5/10/2020","6/6/2020","","46938 2 1",4,90,92.56,140,140,140,"N",1,"WLA"
"391",397,"WLA","2020","46938",1,"0",1,"4/12/2020","4/20/2020","","46938 1 0",9,100,92.56,115,115,115,"N",1,"WLA"
"392",398,"WLA","2020","46939",1,"1",1,"4/1/2020","4/29/2020","","46939 1 1",4,100,91,150,150,150,"N",1,"WLA"
"393",399,"WLA","2020","46941",1,"1",1,"4/10/2020","5/7/2020","","46941 1 1",9,100,71.76,82.5,82.5,82.5,"N",1,"WLA"
"394",400,"SELA","2020","46943",1,"1",1,"4/13/2020","5/11/2020","","46943 1 1",0,98,85.8,192.5,102.5,125,"N",1,"SELA"
"395",401,"SELA","2020","46944",1,"1",1,"5/10/2020","6/8/2020","","46944 1 1",1,96,34,180,95,110,"N",1,"SELA"
"396",402,"SELA","2020","46945",1,"1",0,"4/25/2020","5/23/2020","","46945 1 1",1,93,33.2,197.5,65,117.5,"N",1,"SELA"
